time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-08-31T03:33:50.640Z,19.3433333333333,-155.304333333333,3.09,1.32,md,19,84,,0.11,hv,hv73554247,2023-08-31T04:53:34.160Z,"13 km SW of Volcano, Hawaii",earthquake,0.27,0.43,0.134696017159623,4,reviewed,hv,hv
2023-08-31T02:58:50.815Z,57.8163,-155.1473,20.8,1.6,ml,,,,0.17,ak,ak023b5x4qnt,2023-08-31T05:48:36.277Z,"49 km WNW of Karluk, Alaska",earthquake,,0.8,,,automatic,ak,ak
2023-08-31T02:44:35.942Z,-27.9954,-13.2747,10,4.9,mb,28,81,27.942,0.67,us,us7000ks9c,2023-08-31T02:58:44.040Z,"southern Mid-Atlantic Ridge",earthquake,12.15,1.846,0.123,21,reviewed,us,us
2023-08-31T02:24:56.520Z,18.8911,-64.3546,37,3.65,md,11,305,1.2105,0.42,pr,pr2023243000,2023-08-31T02:52:59.765Z,"77 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,4.72,27.15,0.08,5,reviewed,pr,pr
2023-08-31T02:24:15.430Z,19.358,-155.036166666667,2.57,2.61,ml,51,176,,0.23,hv,hv73554202,2023-08-31T17:39:30.347Z,"15 km SE of Fern Forest, Hawaii",earthquake,0.42,0.55,0.143725565732346,27,reviewed,hv,hv
2023-08-31T01:51:33.850Z,40.7211667,-121.4955,8.85,1.64,md,17,64,0.09836,0.16,nc,nc73931186,2023-08-31T06:02:17.273Z,"23 km SE of Burney, CA",earthquake,0.41,1.27,0.3,17,reviewed,nc,nc
2023-08-31T01:46:18.774Z,36.6834,71.1366,203.553,4.4,mb,34,194,2.596,0.43,us,us7000ks95,2023-08-31T03:41:40.278Z,"Afghanistan-Tajikistan-Pakistan region",earthquake,9.13,10.317,0.093,33,reviewed,us,us
2023-08-31T01:33:19.050Z,47.5025,-122.842,21.59,1.51,ml,19,112,0.04345,0.23,uw,uw61946872,2023-08-31T04:09:06.620Z,"Puget Sound region, Washington",earthquake,0.6,0.78,0.15097128479568322,7,reviewed,uw,uw
2023-08-31T01:31:21.680Z,40.2848333,-124.5291667,18.86,2.42,md,27,262,0.1428,0.15,nc,nc73931176,2023-08-31T16:12:14.704Z,"21 km WSW of Petrolia, CA",earthquake,0.73,0.29,0.259,36,reviewed,nc,nc
2023-08-31T01:28:59.230Z,41.3191667,-111.6653333,8.4,1.29,ml,8,96,0.1851,0.1,uu,uu60033664,2023-08-31T15:24:33.630Z,"10 km NE of Huntsville, Utah",earthquake,0.36,1.99,0.397,2,reviewed,uu,uu
2023-08-31T01:28:56.920Z,41.3115,-111.6598333,11.85,1.13,md,10,98,0.1885,0.17,uu,uu60548802,2023-08-31T15:19:23.090Z,"",earthquake,0.52,1.81,0.078,2,reviewed,uu,uu
2023-08-31T01:16:47.440Z,37.4355,-121.3046667,-0.43,1.52,md,23,164,0.05291,0.2,nc,nc73931171,2023-08-31T05:32:16.090Z,"16 km SW of Westley, CA",earthquake,0.51,0.97,0.336,26,reviewed,nc,nc
2023-08-31T01:02:34.430Z,65.2528,-143.1593,0,1.6,ml,,,,0.87,ak,ak023b5w79oz,2023-08-31T01:04:58.196Z,"76 km SSE of Circle, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-08-31T00:59:36.700Z,37.4236667,-121.3033333,1.44,3.35,ml,97,137,0.04148,0.13,nc,nc73931156,2023-08-31T15:35:43.283Z,"16 km WSW of Patterson, CA",earthquake,0.19,0.48,0.195,160,reviewed,nc,nc
2023-08-31T00:59:05.740Z,19.3918342590332,-155.276504516602,0.910000026226044,1.8,ml,14,116,,0.119999997,hv,hv73554122,2023-08-31T01:04:36.720Z,"7 km SW of Volcano, Hawaii",earthquake,0.22,0.239999995,0.15,4,automatic,hv,hv
2023-08-31T00:58:19.212Z,61.8595,-148.533,7.4,1.5,ml,,,,0.75,ak,ak023b5vxt0l,2023-08-31T01:01:11.189Z,"Southern Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-08-31T00:55:16.900Z,36.9226685,-121.3853302,5.79,1.43,md,20,95,,0.13,nc,nc73931151,2023-08-31T01:57:15.856Z,"8 km N of Hollister, CA",earthquake,0.32,1.34,0.19,14,automatic,nc,nc
2023-08-31T00:43:22.038Z,63.102,-149.7688,78.3,1,ml,,,,0.54,ak,ak023b5vulhn,2023-08-31T00:44:59.776Z,"Central Alaska",earthquake,,1.1,,,automatic,ak,ak
2023-08-31T00:39:42.580Z,17.9378333333333,-66.9348333333333,16.49,2.73,md,13,216,0.04231,0.18,pr,pr71422733,2023-08-31T00:55:01.390Z,"Puerto Rico region",earthquake,0.91,0.52,0.083194402825888,5,reviewed,pr,pr
2023-08-31T00:30:58.150Z,34.0481667,-117.2521667,15.27,1.38,ml,43,60,0.116,0.21,ci,ci39655554,2023-08-31T13:03:11.460Z,"1 km E of Loma Linda, CA",earthquake,0.25,0.48,0.113,29,reviewed,ci,ci
2023-08-31T00:20:51.973Z,-7.8694,122.6782,282.502,4.4,mb,20,92,2.445,0.67,us,us7000ks8q,2023-08-31T00:36:09.040Z,"97 km NNE of Maumere, Indonesia",earthquake,10.95,11.082,0.203,7,reviewed,us,us
2023-08-31T00:17:23.865Z,59.2287,-151.9872,35.1,2,ml,,,,0.44,ak,ak023b5vp10i,2023-08-31T00:19:25.960Z,"Kenai Peninsula, Alaska",earthquake,,9.9,,,automatic,ak,ak
2023-08-31T00:11:18.870Z,41.3888333,-111.6508333,11.76,3.67,ml,39,79,0.1295,0.18,uu,uu60548782,2023-08-31T18:41:07.653Z,"",earthquake,0.26,0.46,0.207,34,reviewed,uu,uu
2023-08-30T23:59:15.560Z,33.4845,-116.7586667,7.3,1,ml,44,39,0.04456,0.15,ci,ci39655538,2023-08-31T14:58:37.120Z,"11 km ENE of Aguanga, CA",earthquake,0.13,0.4,0.104,19,reviewed,ci,ci
2023-08-30T23:52:16.790Z,19.6968,-65.7021,9,3.86,md,17,258,1.4738,0.59,pr,pr2023242002,2023-08-31T00:41:15.040Z,"141 km N of Suárez, Puerto Rico",earthquake,4.43,6.81,0.13,14,reviewed,pr,pr
2023-08-30T23:48:19.810Z,19.3708333333333,-155.283166666667,1.31,2.22,ml,19,110,,0.11,hv,hv73554062,2023-08-31T00:29:17.150Z,"",earthquake,0.18,0.22,0.14387714764186,14,reviewed,hv,hv
2023-08-30T23:45:16.421Z,61.1722,-152.006,93.8,1.1,ml,,,,0.41,ak,ak023b4m0mwq,2023-08-30T23:47:14.487Z,"Southern Alaska",earthquake,,0.8,,,automatic,ak,ak
2023-08-30T23:23:44.140Z,54.7933333333333,-164.150833333333,-0.59,2.21,ml,8,146,,0.25,av,av91114328,2023-08-31T01:13:01.830Z,"48 km W of False Pass, Alaska",earthquake,0.58,0.59,0.312891629427172,8,reviewed,av,av
2023-08-30T23:18:29.910Z,35.0503333,-117.6628333,-0.92,1.48,ml,10,115,0.1189,0.06,ci,ci39655498,2023-08-31T14:16:41.382Z,"6 km NNW of Boron, CA",quarry blast,0.3,31.61,0.097,5,reviewed,ci,ci
2023-08-30T23:03:28.630Z,34.1015,-117.4843333,6.85,1.02,ml,31,52,0.03787,0.18,ci,ci39655482,2023-08-31T14:15:04.369Z,"2 km W of Fontana, CA",earthquake,0.29,0.47,0.197,11,reviewed,ci,ci
2023-08-30T22:51:44.050Z,62.0883,-147.3146,31.2,1.2,ml,,,,1.41,ak,ak023b4lgjqd,2023-08-30T22:53:55.523Z,"18 km NNW of Eureka Roadhouse, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-08-30T22:50:59.077Z,69.2225,-145.8127,0,2.8,ml,,,,0.98,ak,ak023b4lgd6b,2023-08-30T23:06:04.040Z,"122 km N of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-08-30T22:35:30.016Z,63.5486,-147.2525,0,1,ml,,,,0.35,ak,ak023b4ld36x,2023-08-30T22:37:16.300Z,"84 km ESE of Denali Park, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-08-30T22:32:41.680Z,32.4025,-115.2388333,11.82,2.18,ml,24,50,0.05848,0.37,ci,ci39655474,2023-08-31T13:58:32.383Z,"7 km NW of Delta, B.C., MX",earthquake,0.56,1.16,0.264,15,reviewed,ci,ci
2023-08-30T22:29:52.940Z,41.8478333,-112.3943333,8.37,1.87,ml,19,86,0.09663,0.14,uu,uu60548777,2023-08-31T13:57:59.510Z,"7 km NE of Howell, Utah",earthquake,0.27,0.89,0.092,4,reviewed,uu,uu
2023-08-30T22:19:07.750Z,17.9731666666667,-66.9345,16.03,2.23,md,6,182,0.05261,0.07,pr,pr71422713,2023-08-30T22:50:11.470Z,"2 km SW of Fuig, Puerto Rico",earthquake,0.69,0.52,0.0313107931754835,4,reviewed,pr,pr
2023-08-30T22:18:42.821Z,31.63337918,-104.2863775,7.185595703,2.3,ml,13,65,0.04244064616,0.2,tx,tx2023raak,2023-08-31T13:10:18.773Z,"58 km NW of Toyah, Texas",earthquake,1.17150955,1.538811641,0.1,25,reviewed,tx,tx
2023-08-30T21:27:23.625Z,61.1089,-140.0786,5,2.9,ml,28,91,0.535,0.71,us,us7000ks79,2023-08-30T22:19:27.040Z,"156 km ESE of McCarthy, Alaska",earthquake,3.64,1.539,0.043,70,reviewed,us,us
2023-08-30T21:24:01.230Z,18.1893333333333,-66.1376666666667,32.65,2.62,md,5,157,0.2246,0.07,pr,pr71422708,2023-08-30T21:47:15.220Z,"2 km WNW of Bayamon, Puerto Rico",earthquake,0.64,0.95,0.0299694028315338,3,reviewed,pr,pr
2023-08-30T21:20:20.341Z,-10.8079,164.4687,10,5.1,mb,45,66,4.655,0.81,us,us7000ks78,2023-08-30T21:42:30.040Z,"145 km W of Lata, Solomon Islands",earthquake,6.73,1.868,0.088,42,reviewed,us,us
2023-08-30T21:18:57.860Z,38.7858315,-122.7773361,3.3,1.06,md,13,99,0.01106,0.02,nc,nc73931101,2023-08-30T21:40:15.435Z,"2 km WNW of The Geysers, CA",earthquake,0.41,0.83,0.12,14,automatic,nc,nc
2023-08-30T21:17:18.250Z,37.7429,141.9388,48.798,4.6,mb,60,133,3.117,1.44,us,us7000ks74,2023-08-31T06:21:43.487Z,"85 km E of Minami-Sōma, Japan",earthquake,7.53,7.118,0.058,90,reviewed,us,us
2023-08-30T20:59:36.760Z,63.0504,-148.0203,59.9,1.9,ml,,,,0.63,ak,ak023b4kbdos,2023-08-30T21:01:44.594Z,"60 km SE of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-08-30T20:45:10.300Z,33.0628333,-116.4676667,14.92,1.4,ml,42,53,0.1026,0.22,ci,ci39655378,2023-08-30T21:02:13.021Z,"13 km E of Julian, CA",earthquake,0.28,0.51,0.22,27,reviewed,ci,ci
2023-08-30T20:43:50.580Z,60.2663,-145.1143,23.8,1.3,ml,,,,0.28,ak,ak023b4k7zaq,2023-08-30T20:45:56.296Z,"47 km SE of Cordova, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-08-30T20:30:27.970Z,32.6595,-115.6465,11.12,1.83,ml,25,74,0.06814,0.25,ci,ci39655362,2023-08-30T22:10:36.921Z,"11 km NNW of Progreso, B.C., MX",earthquake,0.37,0.6,0.135,21,reviewed,ci,ci
2023-08-30T20:27:53.036Z,54.738,-161.0519,46.4,3.8,ml,,,,1.15,ak,ak023b4k4xch,2023-08-31T00:44:57.415Z,"",earthquake,,4,,,reviewed,ak,ak
2023-08-30T20:22:07.030Z,38.8354988,-122.7925034,1.99,2.42,md,32,43,0.00336,0.03,nc,nc73931061,2023-08-30T22:44:11.819Z,"6 km WNW of Cobb, CA",earthquake,0.14,0.25,0.25,28,automatic,nc,nc
2023-08-30T20:21:53.780Z,38.8348351,-122.7929993,1.86,2.62,md,44,40,0.004127,0.06,nc,nc73931056,2023-08-30T22:29:14.736Z,"6 km WNW of Cobb, CA",earthquake,0.16,0.25,0.15,30,automatic,nc,nc
2023-08-30T20:11:39.733Z,31.01496887,-103.3143406,3.972094727,2.771617911,mlv,24,56,0.09574325386,0.4,tx,tx2023qzwg,2023-08-31T04:33:14.062Z,"34 km SW of Coyanosa, Texas",earthquake,0.95790531,1.189350124,0.1811940185,19,reviewed,tx,tx
2023-08-30T20:03:15.617Z,63.209,-151.7886,8.3,1,ml,,,,0.82,ak,ak023b4jzbyp,2023-08-30T20:05:29.881Z,"37 km S of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-08-30T20:02:45.190Z,35.6015,-117.4321667,8.1,1.42,ml,17,89,0.02869,0.16,ci,ci39655330,2023-08-30T22:05:59.980Z,"19 km S of Searles Valley, CA",earthquake,0.32,0.56,0.247,14,reviewed,ci,ci
2023-08-30T20:00:50.680Z,38.1183333,-122.1758333,-0.08,1.37,md,12,133,0.02146,0.12,nc,nc73931051,2023-08-30T23:06:41.395Z,"5 km E of Vallejo, CA",quarry blast,0.36,31.61,0.197,13,reviewed,nc,nc
2023-08-30T19:53:18.220Z,19.2043342590332,-155.373504638672,29.75,1.82000005,md,27,208,,0.129999995,hv,hv73553677,2023-08-30T19:56:31.040Z,"11 km E of Pāhala, Hawaii",earthquake,0.77,1.13,0.980000019,7,automatic,hv,hv
2023-08-30T19:44:09.950Z,38.8230019,-122.7946701,2.45,1.1,md,18,44,0.01204,0.03,nc,nc73931046,2023-08-30T19:58:11.834Z,"6 km NNW of The Geysers, CA",earthquake,0.27,0.51,0.21,20,automatic,nc,nc
2023-08-30T19:37:52.089Z,61.1036,-148.7791,26.5,1.2,ml,,,,1.17,ak,ak023b4jl9hz,2023-08-30T19:49:50.040Z,"Southern Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-08-30T19:35:23.410Z,34.189,-116.8646667,8.75,1.17,ml,37,39,0.08664,0.13,ci,ci39655266,2023-08-30T22:03:56.010Z,"8 km SE of Big Bear Lake, CA",earthquake,0.2,0.43,0.175,24,reviewed,ci,ci
2023-08-30T19:24:50.908Z,-26.2674,27.7464,5,3.5,mb_lg,10,133,2.307,0.61,us,us7000ks6b,2023-08-31T18:00:09.324Z,"10 km SSE of Randfontein, South Africa",earthquake,6.58,2.003,0.17,9,reviewed,us,us
2023-08-30T19:14:40.100Z,35.1445,-97.54333333,6.33,1.97,ml,94,45,0.07378552076,0.29,ok,ok2023qzui,2023-08-31T03:40:44.988Z,"5 km NNE of Cole, Oklahoma",earthquake,,0.5,0.19,40,reviewed,ok,ok
2023-08-30T19:10:52.900Z,37.6741676,-121.9083328,16.59,1.4,md,6,169,0.07621,0.01,nc,nc73931031,2023-08-30T19:28:12.665Z,"3 km WNW of Pleasanton, CA",earthquake,1.96,0.82,0.15,5,automatic,nc,nc
2023-08-30T18:59:25.717Z,54.9345,-161.3526,51.282,5.1,mww,88,153,0.653,0.77,us,us7000ks64,2023-08-31T00:38:44.412Z,"63 km ESE of King Cove, Alaska",earthquake,8.04,5.493,0.05,38,reviewed,us,us
2023-08-30T18:45:30.600Z,49.127833333333335,-122.1435,-1,1.24,ml,9,268,0.1352,0.21,uw,uw61946772,2023-08-30T19:30:09.090Z,"11 km NE of Abbotsford, Canada",explosion,2.19,31.61,0.10242125512016931,4,reviewed,uw,uw
2023-08-30T18:43:42.340Z,19.5353,-65.669,92,4.17,md,22,213,1.3638,0.62,pr,pr2023242001,2023-08-30T19:09:51.382Z,"123 km N of Suárez, Puerto Rico",earthquake,5.11,9.63,0.27,21,reviewed,pr,pr
2023-08-30T18:12:19.330Z,38.796833,-122.7235031,2.36,1.08,md,11,121,0.01706,0.02,nc,nc73931026,2023-08-30T18:26:16.301Z,"3 km S of Cobb, CA",earthquake,0.34,0.9,0.05,10,automatic,nc,nc
2023-08-30T18:10:34.780Z,36.8898333,-121.627,-0.12,1.56,md,29,78,0.0286,0.17,nc,nc73931021,2023-08-31T18:25:27.210Z,"1 km E of Aromas, CA",quarry blast,0.31,31.61,0.192,24,reviewed,nc,nc
2023-08-30T18:09:54.169Z,64.6649,-151.2748,17.1,2.4,ml,,,,1.07,ak,ak023b4itu0o,2023-08-30T18:12:15.174Z,"48 km SW of Manley Hot Springs, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-08-30T17:58:46.351Z,67.5325,-169.714,51.3,4.7,ml,,,,2.44,ak,ak023b4iivvc,2023-08-30T19:46:55.099Z,"Bering Strait",earthquake,,2.9,,,reviewed,ak,ak
2023-08-30T17:56:53.929Z,34.2845,-96.38416667,0,1.41,ml,48,86,0.2033600938,0.6,ok,ok2023qzrt,2023-08-30T18:07:38.241Z,"10 km SSE of Wapanucka, Oklahoma",quarry blast,,1,0.18,16,reviewed,ok,ok
2023-08-30T17:40:51.890Z,32.6031667,-115.7363333,8.4,1.33,ml,12,133,0.04679,0.12,ci,ci37569084,2023-08-30T20:31:32.292Z,"14 km W of Progreso, B.C., MX",earthquake,0.3,0.57,0.249,6,reviewed,ci,ci
2023-08-30T17:40:38.230Z,32.601,-115.7283333,8.83,1.05,ml,13,116,0.04822,0.21,ci,ci39655170,2023-08-30T20:19:39.233Z,"14 km W of Progreso, B.C., MX",earthquake,0.44,0.86,0.114,4,reviewed,ci,ci
2023-08-30T17:21:47.118Z,31.48403417,-103.9671807,7.391259766,2,ml,21,68,0.125230161,0.3,tx,tx2023qzqp,2023-08-30T17:40:42.335Z,"25 km NW of Toyah, Texas",earthquake,1.063471095,1.73465716,0.2,13,reviewed,tx,tx
2023-08-30T17:09:13.380Z,34.4038333,-119.199,1.3,2.15,ml,45,67,0.06061,0.28,ci,ci39655146,2023-08-30T20:59:24.670Z,"6 km SE of Ojai, CA",earthquake,0.3,0.52,0.172,43,reviewed,ci,ci
2023-08-30T17:07:53.410Z,38.8066673,-122.75383,0.46,1.03,md,13,108,0.007585,0.04,nc,nc73931001,2023-08-30T17:09:27.520Z,"3 km WSW of Cobb, CA",earthquake,0.25,0.55,0.24,12,automatic,nc,nc
2023-08-30T17:07:03.826Z,31.6671449,-104.2023994,8.805200195,2.2,ml,22,74,0.0534698513,0.3,tx,tx2023qzqe,2023-08-30T17:25:29.399Z,"55 km NW of Toyah, Texas",earthquake,0.9461930913,0.9486063058,0.2,15,reviewed,tx,tx
2023-08-30T17:05:10.617Z,62.9528,-149.6868,73.1,1.3,ml,,,,0.71,ak,ak023b4i7g6t,2023-08-30T17:07:06.656Z,"Central Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-08-30T17:04:04.570Z,19.3925,-155.278666666667,1.46,2.2,ml,23,51,,0.11,hv,hv73553442,2023-08-30T17:44:54.000Z,"7 km SW of Volcano, Hawaii",earthquake,0.18,0.17,0.225896806647675,16,reviewed,hv,hv
2023-08-30T16:37:46.200Z,19.3653335571289,-155.294662475586,2.4300000667572,2.03999996,md,15,108,,0.119999997,hv,hv73553397,2023-08-30T16:40:39.800Z,"10 km SW of Volcano, Hawaii",earthquake,0.31,0.569999993,1.30999994,14,automatic,hv,hv
2023-08-30T16:33:26.570Z,19.3716666666667,-155.281166666667,1.77,2.23,ml,28,109,,0.12,hv,hv73553392,2023-08-30T17:41:08.080Z,"9 km SSW of Volcano, Hawaii",earthquake,0.18,0.22,0.112973420452845,14,reviewed,hv,hv
2023-08-30T16:19:04.280Z,39.036,-123.0756667,3.12,1.36,md,28,64,0.09384,0.08,nc,nc73930971,2023-08-30T19:55:12.938Z,"13 km SE of Talmage, CA",earthquake,0.16,1.07,0.125,27,reviewed,nc,nc
2023-08-30T16:11:08.588Z,61.8235,-149.6802,34.5,1.5,ml,,,,0.91,ak,ak023b4hnaq2,2023-08-30T16:13:12.184Z,"20 km ENE of Willow, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-08-30T16:05:25.589Z,34.72116667,-96.7355,0,1.48,ml,23,85,0.1736659208,0.42,ok,ok2023qzoc,2023-08-31T17:59:05.175Z,"Oklahoma",quarry blast,,0.8,0.14,4,reviewed,ok,ok
2023-08-30T16:02:12.413Z,37.0512,-105.0224,5,2.8,mb_lg,15,84,0.204,0.35,us,us7000ks4x,2023-08-30T16:13:20.040Z,"11 km S of Stonewall Gap, Colorado",earthquake,1.42,1.609,0.088,58,reviewed,us,us
2023-08-30T16:00:46.670Z,19.3581666666667,-155.300666666667,2.35,2.07,ml,22,102,,0.08,hv,hv73553352,2023-08-30T17:48:46.130Z,"11 km SW of Volcano, Hawaii",earthquake,0.21,0.29,0.0928841337211811,12,reviewed,hv,hv
2023-08-30T15:56:55.380Z,39.3008333,-122.757,12.28,1.71,md,11,135,0.1195,0.18,nc,nc73930956,2023-08-30T22:14:12.651Z,"20 km NE of Upper Lake, CA",earthquake,0.49,1.58,0.191,15,reviewed,nc,nc
2023-08-30T15:51:28.578Z,60.7148,-146.7757,18.4,3.3,ml,,,,0.55,ak,ak023b4hahcm,2023-08-31T08:53:43.049Z,"17 km SSW of Tatitlek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-08-30T15:37:57.704Z,63.4699,-151.1552,7.2,1.3,ml,,,,0.41,ak,ak023b4h7jiy,2023-08-30T15:39:39.049Z,"29 km ESE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-08-30T15:37:00.440Z,19.3921666666667,-155.2795,1.7,2.01,md,22,53,,0.08,hv,hv73553292,2023-08-30T17:52:23.090Z,"7 km SW of Volcano, Hawaii",earthquake,0.18,0.18,0.00433929446663406,3,reviewed,hv,hv
2023-08-30T15:36:25.460Z,19.3923333333333,-155.278166666667,1.7,1.56,md,17,64,,0.08,hv,hv73553287,2023-08-30T17:55:29.970Z,"7 km SW of Volcano, Hawaii",earthquake,0.17,0.21,0.0972762313152746,2,reviewed,hv,hv
2023-08-30T15:32:29.350Z,33.4868333,-116.5886667,9.54,1.28,ml,31,56,0.01376,0.15,ci,ci39655010,2023-08-30T20:16:11.471Z,"11 km SE of Anza, CA",earthquake,0.2,0.38,0.104,13,reviewed,ci,ci
2023-08-30T15:32:05.710Z,33.4865,-116.5898333,8.54,2.06,ml,74,21,0.01318,0.2,ci,ci39655002,2023-08-30T21:52:47.550Z,"11 km SE of Anza, CA",earthquake,0.17,0.36,0.212,26,reviewed,ci,ci
2023-08-30T15:31:13.500Z,33.4856667,-116.5925,9.35,2.2,ml,72,25,0.01212,0.16,ci,ci39654986,2023-08-30T21:51:42.900Z,"11 km SE of Anza, CA",earthquake,0.14,0.27,0.169,68,reviewed,ci,ci
2023-08-30T15:27:47.420Z,36.782,-121.3753333,4.88,1,md,16,136,0.06044,0.08,nc,nc73930931,2023-08-30T19:24:50.153Z,"4 km SSW of Ridgemark, CA",earthquake,0.22,0.64,0.225,15,reviewed,nc,nc
2023-08-30T15:27:39.380Z,19.3898334503174,-155.27783203125,1.1599999666214,1.75,ml,17,68,,0.119999997,hv,hv73553277,2023-08-30T15:33:09.210Z,"7 km SW of Volcano, Hawaii",earthquake,0.19,0.219999999,0.18,8,automatic,hv,hv
2023-08-30T15:19:16.070Z,34.4103333,-119.2016667,2.91,1.5,ml,13,88,0.0593,0.19,ci,ci39654954,2023-08-30T21:44:45.764Z,"6 km SE of Ojai, CA",earthquake,0.26,0.39,0.185,16,reviewed,ci,ci
2023-08-30T15:05:32.165Z,32.91412354,-100.9037967,6.431599935,2.1,ml,14,75,0.03262104156,0.3,tx,tx2023qzmc,2023-08-30T16:08:03.479Z,"21 km N of Snyder, Texas",earthquake,1.018317039,1.146376028,0.2,18,reviewed,tx,tx
2023-08-30T15:01:13.040Z,34.666,-119.5421667,14.05,1.14,ml,10,125,0.1325,0.13,ci,ci39654930,2023-08-30T21:17:00.804Z,"27 km NNE of Montecito, CA",earthquake,0.33,0.8,0.14,6,reviewed,ci,ci
2023-08-30T14:40:11.623Z,63.6416,-147.49,66.1,1.2,ml,,,,1.01,ak,ak023b4gmnii,2023-08-30T14:42:35.681Z,"71 km E of Denali Park, Alaska",earthquake,,1,,,automatic,ak,ak
2023-08-30T14:26:06.654Z,62.2397,-151.6162,78.6,1.4,ml,,,,0.7,ak,ak023b4gjn3t,2023-08-30T14:28:17.860Z,"30 km NNW of Skwentna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-08-30T14:17:38.018Z,58.6363,-154.017,82.7,1.5,ml,,,,0.29,ak,ak023b4ghs2x,2023-08-30T14:20:08.717Z,"91 km NW of Aleneva, Alaska",earthquake,,0.8,,,automatic,ak,ak
2023-08-30T14:17:08.299Z,-29.4465,-71.3102,44.842,5.3,mww,125,129,0.475,0.92,us,us7000ks3e,2023-08-30T16:22:41.756Z,"51 km N of La Serena, Chile",earthquake,5.5,4.18,0.057,30,reviewed,us,us
2023-08-30T14:10:17.450Z,38.7726667,-122.734,1.09,1.29,md,41,50,0.01077,0.05,nc,nc73930906,2023-08-30T19:12:12.580Z,"2 km ESE of The Geysers, CA",earthquake,0.14,0.23,0.202,36,reviewed,nc,nc
2023-08-30T14:03:08.220Z,34.4651667,-116.519,9.89,1.22,ml,25,66,0.1255,0.13,ci,ci39654898,2023-08-30T21:13:11.933Z,"38 km NE of Big Bear City, CA",earthquake,0.22,0.55,0.109,16,reviewed,ci,ci
2023-08-30T13:55:55.008Z,-14.7416,167.9815,8.865,5.3,mww,101,45,6.766,0.66,us,us7000ks3c,2023-08-30T14:15:33.040Z,"103 km ENE of Port-Olry, Vanuatu",earthquake,7.85,4.188,0.086,13,reviewed,us,us
2023-08-30T13:54:40.329Z,-22.1775,170.0327,10,5,mb,36,100,2.432,1.11,us,us7000ks3b,2023-08-30T14:12:49.040Z,"233 km ESE of Tadine, New Caledonia",earthquake,8.56,1.891,0.091,38,reviewed,us,us
2023-08-30T13:42:16.123Z,61.5942,-141.1507,0,1.6,ml,,,,0.77,ak,ak023b4g1nos,2023-08-30T13:43:58.969Z,"95 km E of McCarthy, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-08-30T13:42:15.269Z,36.94,-97.68466667,4.7,2.1,ml,93,80,0.16556751,0.25,ok,ok2023qzjj,2023-08-30T13:52:48.247Z,"3 km WNW of Renfrow, Oklahoma",earthquake,,0.6,0.23,38,reviewed,ok,ok
2023-08-30T13:37:27.384Z,59.3522,-152.7286,74.2,1.5,ml,,,,0.22,ak,ak023b4g0lz6,2023-08-30T13:39:10.603Z,"45 km W of Nanwalek, Alaska",earthquake,,0.9,,,automatic,ak,ak
2023-08-30T13:35:40.370Z,18.0206666666667,-66.9405,13.73,2.54,md,4,176,0.07386,0.05,pr,pr71422658,2023-08-30T14:09:27.300Z,"2 km S of Liborio Negron Torres, Puerto Rico",earthquake,2.73,1.24,0.041977895774518,4,reviewed,pr,pr
2023-08-30T13:34:15.965Z,61.6284,-141.0411,0,2.1,ml,,,,0.82,ak,ak023b4fzxy4,2023-08-30T13:36:22.083Z,"102 km ENE of McCarthy, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-08-30T13:32:41.226Z,59.7235,-152.8953,98.3,1.4,ml,,,,0.49,ak,ak023b4fzkgq,2023-08-30T13:34:45.869Z,"60 km W of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-08-30T13:28:13.751Z,61.6216,-141.0291,0,2.1,ml,,,,0.87,ak,ak023b4fynhb,2023-08-30T13:29:57.040Z,"102 km E of McCarthy, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-08-30T13:16:28.310Z,51.86,-178.262166666667,19.88,1.48,ml,6,303,,0.15,av,av91114308,2023-08-30T22:15:00.050Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,1.46,0.71,0.327132084490319,7,reviewed,av,av
2023-08-30T13:15:01.807Z,-36.324,-72.5373,53.02,4.6,mwr,80,93,0.675,0.89,us,us7000ks2y,2023-08-30T16:04:50.114Z,"4 km S of Quirihue, Chile",earthquake,4.63,3.953,0.046,46,reviewed,us,us
